id_municipio,y_num_empresas,x_pib_total,x_pop_total
4308706.0,366.0,297936.986,5665.0
4308805.0,299.0,230187.545,7612.0
4308854.0,98.0,144754.459,1744.0
4308904.0,1386.0,817984.975,16602.0
4309001.0,892.0,939755.879,16013.0
4309050.0,427.0,389247.094,7658.0
4309100.0,5352.0,3140827.016,40134.0
4309126.0,89.0,67782.213,2014.0
4309159.0,129.0,108556.829,3304.0
4309209.0,12198.0,13005577.11,265074.0
4309258.0,114.0,93574.374,1417.0
4309308.0,4116.0,8316851.365,92924.0
4309407.0,2389.0,1123503.378,25268.0
4309506.0,387.0,284710.006,7415.0
4309555.0,344.0,260997.015,5378.0
4309571.0,82.0,63385.715,2565.0
4309605.0,1124.0,3718636.243,18851.0
4309654.0,155.0,230213.601,5976.0
4309704.0,255.0,198250.448,4681.0
4309753.0,154.0,99944.282,3732.0
4309803.0,320.0,244156.314,4527.0
4309902.0,374.0,346199.532,6776.0
4309951.0,158.0,169673.528,3723.0
4310009.0,1829.0,1721331.767,21583.0
4310108.0,2485.0,2189300.545,32808.0
4310207.0,6577.0,5484607.536,84780.0
4310306.0,285.0,129558.607,4157.0
4310330.0,1232.0,670989.357,26824.0
4310363.0,221.0,651738.82,3080.0
4310405.0,247.0,386702.401,6427.0
4310413.0,96.0,73657.811,2014.0
4310439.0,410.0,244510.841,5399.0
4310462.0,125.0,168815.299,1720.0
4310504.0,352.0,239121.843,7482.0
4310538.0,265.0,268604.091,5572.0
4310553.0,113.0,90323.253,2995.0
4310579.0,90.0,89664.506,1937.0
4310603.0,1509.0,1751877.053,35768.0
4310652.0,110.0,83433.178,2638.0
4310702.0,149.0,73188.385,3208.0
4310751.0,84.0,48522.537,1929.0
4310801.0,1881.0,1361666.75,22983.0
4310850.0,184.0,117255.871,3779.0
4310876.0,69.0,113790.243,2040.0
4310900.0,229.0,224849.647,3338.0
4311007.0,1273.0,954110.342,26603.0
4311106.0,606.0,293650.303,10579.0
4311122.0,184.0,84089.021,3690.0
4311130.0,80.0,239812.302,3349.0
4311155.0,285.0,453632.489,7184.0
4311205.0,993.0,1411166.663,18226.0
4311239.0,78.0,61444.64,2251.0
4311254.0,135.0,115218.74,5341.0
4311270.0,124.0,94629.917,1738.0
4311304.0,1803.0,1508706.769,27659.0
4311403.0,8473.0,6109234.684,93646.0
4311429.0,66.0,59389.274,2601.0
4311502.0,304.0,382168.032,7157.0
4311601.0,191.0,137100.377,4781.0
4311627.0,233.0,324204.229,6248.0
4311643.0,90.0,65803.624,1683.0
4311700.0,386.0,252363.681,5735.0
4311718.0,116.0,282138.384,4425.0
4311734.0,91.0,79330.28,3131.0
4311759.0,259.0,350109.975,6801.0
4311775.0,246.0,200381.67,7418.0
4311791.0,153.0,77023.497,2470.0
